opcode_sequence,label
sub or or cmp sub ret xor pop call or or pop or push jmp nop jmp pop,0
push sub xor sub nop push lea jmp pop ret,1
mov xor cmp jmp ret add lea cmp jmp jmp add pop push jmp,0
nop nop mov jmp nop call call,0
call lea xor and cmp push,1
cmp push cmp or cmp push nop jmp,1
lea pop pop and lea sub call or sub,0
or add call cmp mov push ret mov nop and or xor lea ret mov push xor xor,0
cmp pop nop ret ret call jmp mov,0
ret pop or push sub or nop nop push,0
ret mov lea pop mov xor pop xor nop nop pop mov jmp,1
sub ret cmp jmp push call sub and lea cmp ret lea jmp lea pop,1
lea ret ret mov ret push add,1
add and and nop xor lea call add mov push sub jmp sub sub lea push mov sub,1
and add sub mov cmp ret or ret push mov call ret ret or nop nop sub,1
push xor xor jmp mov xor xor call sub pop mov and and lea and sub jmp or,1
add nop and pop sub pop jmp add mov call jmp nop or jmp add,1
lea mov lea or nop pop jmp cmp call cmp call call nop push call,1
sub or xor add nop pop nop lea mov push ret,1
call ret mov nop xor ret xor and xor sub,1
xor call add add push call nop sub cmp push sub call lea mov,1
call add push add jmp lea mov sub lea push mov and mov pop ret ret xor,0
push sub lea pop ret mov lea add lea nop sub nop cmp ret nop cmp or sub xor sub,1
or push or pop jmp jmp add cmp xor call jmp lea push jmp xor,1
jmp pop mov pop xor xor ret call sub ret,1
nop nop call mov cmp call xor or and xor xor nop nop push pop or cmp add or sub,0
and call mov lea cmp sub push or or mov or,1
and cmp push cmp add add pop or call mov xor,1
and mov pop call pop call pop or call add ret or sub xor lea xor sub,0
and and ret ret mov push add lea ret jmp mov call jmp cmp pop mov nop,1
call jmp xor and lea push and nop pop jmp mov xor add pop add,1
jmp lea mov pop lea lea mov pop cmp call ret mov add pop sub,0
add call nop lea and jmp call call jmp cmp sub call or mov,0
sub pop push lea push pop,0
pop jmp push lea xor nop ret call lea pop nop or jmp push nop or,1
cmp lea lea xor or ret mov sub ret jmp and xor,0
jmp add call cmp pop nop mov jmp ret cmp ret lea jmp mov cmp,0
xor ret cmp ret sub lea sub push mov pop add mov mov add xor and call or nop ret,1
and nop jmp sub and mov ret xor jmp ret add mov xor mov add or ret,1
pop nop lea xor cmp mov nop jmp nop nop jmp ret mov push,0
sub nop add sub cmp sub add ret and lea nop xor lea and sub,1
call sub call sub ret call lea or add jmp nop or,1
lea pop ret lea xor ret sub xor add,0
mov nop pop or pop push sub sub add xor ret sub,1
jmp push pop and mov sub nop and jmp pop or xor cmp xor,0
call lea lea sub mov call mov,0
call cmp nop cmp xor push push call,1
nop and lea sub add add nop nop mov lea cmp pop cmp cmp call add lea,1
jmp sub ret push nop pop and add add,1
sub or nop add mov call mov ret sub ret,0
jmp ret or nop lea pop cmp,1
push nop xor add sub lea lea nop push cmp nop pop ret push and,0
call call call add sub ret lea lea and mov ret ret lea xor call push xor,0
ret push or xor pop nop jmp nop and ret cmp cmp nop pop,0
mov sub and lea nop nop pop jmp or jmp and xor cmp add lea jmp,1
cmp and mov lea or lea cmp or sub cmp push ret nop lea call call mov mov,1
or and sub pop pop ret call lea,0
mov and nop lea call ret jmp xor pop jmp push,1
call or xor xor add cmp cmp pop push or lea pop xor jmp,1
nop or nop nop cmp lea pop or jmp,1
or ret push nop xor and push sub call,0
xor and cmp push call mov,0
xor and or xor call mov jmp ret or call xor mov nop and or pop and sub jmp mov,1
add nop lea xor xor add mov or,1
push pop lea ret nop and jmp,0
and mov add call pop pop ret xor pop ret ret jmp lea push or and cmp and nop mov,0
lea ret or cmp push call jmp xor sub mov mov xor pop sub push lea pop jmp and,1
sub xor push and ret cmp pop ret sub or,0
jmp cmp nop add cmp xor xor,1
add jmp and ret mov call and,0
or add push add lea push push mov jmp nop push and lea push and sub sub call,1
push or call or nop mov and jmp or pop push pop,1
add sub call jmp sub lea mov push jmp push nop add ret,1
or xor xor mov xor and,1
add xor cmp nop jmp call sub cmp push xor mov jmp ret,0
xor jmp xor cmp mov and add or lea or,1
cmp pop ret nop or ret add or push cmp pop push,1
mov xor ret pop jmp or call call add or xor,1
push or cmp xor call ret jmp push mov ret call pop sub xor and ret lea xor sub,0
or and lea mov and ret cmp mov call cmp jmp push add cmp pop,1
lea nop ret pop or jmp nop call ret jmp add push sub or nop cmp jmp push cmp,1
mov call lea mov and cmp,1
mov and call xor and push cmp lea,0
pop pop jmp call mov sub xor lea or pop jmp cmp call jmp,0
ret xor lea xor pop xor and jmp xor xor,1
xor lea and nop ret add xor ret add lea jmp mov call xor pop sub nop,1
jmp cmp xor and jmp pop or add call,0
nop mov jmp sub ret add call pop cmp lea push xor lea sub and jmp pop pop lea sub,1
add nop jmp lea nop xor jmp mov mov jmp mov and add add sub call push cmp,0
push mov push sub add ret mov nop call call jmp or xor lea,0
jmp xor pop push call add pop pop nop or,0
sub jmp and pop cmp call mov xor ret xor add jmp or mov jmp,0
sub cmp nop or cmp jmp and or lea pop nop and pop ret cmp or or nop,1
cmp sub lea push mov cmp lea add sub mov call ret,1
sub and and jmp ret lea,1
add mov push jmp nop xor add nop ret mov nop and nop and,1
pop mov cmp push or sub cmp lea sub jmp nop and push mov lea cmp,1
push ret and cmp add sub nop call push lea jmp add cmp or mov call or call push sub,1
pop or add sub or pop nop nop call or add ret nop push push,0
and xor pop push nop and or sub and xor mov jmp push,1
add and pop lea ret jmp cmp mov,1
add push pop call and lea jmp pop or nop ret jmp call nop ret cmp ret,0
and pop nop ret mov xor or push lea,0
or mov lea and cmp push lea jmp pop push cmp cmp push lea and and and,1
ret mov sub cmp add cmp add nop nop cmp sub ret jmp call or xor call or lea,0
push cmp ret xor xor xor call xor sub cmp sub,0
jmp sub push add call nop sub or sub and nop mov add push call call jmp cmp sub and,1
xor xor ret or call ret jmp ret add and sub jmp xor cmp call xor,1
add and nop lea call sub xor call and lea push cmp and and push xor sub or pop and,1
push lea add add xor lea jmp or xor mov mov,1
and sub xor or jmp jmp sub cmp or lea add mov pop xor sub cmp xor,1
xor cmp sub xor jmp add,1
pop jmp jmp lea and cmp cmp add add nop,1
or mov jmp nop add or sub lea call nop call mov call mov pop,0
xor add and sub add add,1
pop call or mov call ret mov add and call cmp add lea,0
jmp xor add call pop xor or push pop pop,1
call nop xor ret push add sub cmp lea or push cmp cmp call lea push xor,0
add lea nop pop add sub call and nop call,0
add mov cmp call or sub and or mov and lea mov sub push and mov lea,0
or mov add sub lea sub sub,1
xor sub ret call call pop jmp lea lea nop ret lea xor pop,1
add lea add ret lea mov jmp pop lea pop push or or or call sub push add mov,1
mov jmp call or ret add,0
xor sub call cmp mov add xor ret pop mov cmp sub cmp lea ret call add cmp call ret,1
push pop sub xor call nop call call xor call,1
or ret xor nop or xor add jmp xor push mov,1
add or ret nop ret ret nop jmp,0
sub sub lea ret sub sub xor,0
push call and sub nop ret lea push pop call,1
lea ret push push and nop sub sub mov sub cmp pop jmp cmp ret,0
xor and lea mov or jmp add mov jmp push push jmp lea,0
pop push lea ret xor sub call,1
call or jmp jmp or lea nop xor jmp and,1
pop call push jmp xor push and nop lea pop,1
pop and add or cmp and ret pop and nop xor pop sub and mov mov mov,1
add xor and nop and and pop xor nop or nop mov cmp,1
or ret or or sub xor add lea push pop or call xor sub,1
and sub call call mov jmp cmp sub ret call call and nop mov cmp cmp sub push or push,0
add pop nop push pop add call lea and xor cmp or cmp pop jmp jmp,0
jmp call or or lea and sub add xor nop sub push jmp call,0
lea cmp jmp xor ret ret push call cmp add pop ret nop xor add nop add lea push nop,1
and add sub or ret nop pop cmp push pop sub ret or or and,1
call sub and ret lea mov cmp add ret,0
sub pop sub and jmp cmp and jmp nop ret mov sub and jmp push call lea pop call,1
push ret cmp sub jmp add and mov add add add add call xor,0
mov xor call add or cmp lea jmp xor cmp,1
xor mov and pop and ret and pop,0
push or and and or ret mov mov call nop,0
ret lea and sub nop ret xor mov mov,0
jmp cmp nop mov or ret call mov and and mov call lea pop mov nop,1
cmp add or sub add and pop lea or add lea add or cmp call call mov lea lea mov,1
add cmp nop pop nop xor jmp nop nop pop xor and,0
xor mov sub lea sub xor or pop and xor push and cmp,1
lea or jmp or sub mov pop jmp ret ret jmp lea add cmp cmp,0
ret and jmp nop mov ret and push lea sub ret pop sub,1
pop sub cmp call nop jmp or sub add and push call cmp add and cmp jmp,1
jmp or nop sub lea and or push jmp or or sub push,0
xor lea lea xor sub xor push cmp ret pop lea sub add pop,1
jmp call push lea pop and pop ret add pop pop xor add pop add nop,1
call cmp ret and add push,1
and lea nop mov xor or,0
or mov add sub add nop push,1
lea xor or pop cmp call and mov pop add call lea lea and call,0
or push sub lea cmp nop jmp mov call call call or lea cmp xor sub jmp jmp add lea,1
xor or mov cmp add sub sub nop lea jmp lea lea jmp sub nop lea push ret pop,1
and lea ret sub nop nop lea ret xor jmp push jmp,1
xor call xor xor call ret nop ret sub pop xor ret,0
mov jmp lea nop mov nop,1
ret xor and jmp and pop call and pop pop and sub pop,1
call mov call lea lea or,1
call ret and mov nop nop jmp ret nop and and xor mov cmp call nop ret xor push and,1
nop sub add push push and jmp lea cmp jmp nop,1
ret sub or mov mov pop sub add lea cmp and ret nop ret or,0
cmp jmp xor nop lea call ret,0
and push jmp or ret jmp cmp ret mov nop sub or,0
jmp xor call push cmp add call push call push or and add lea pop ret or mov sub and,0
push sub pop add and sub add cmp pop ret add cmp and pop,1
nop nop jmp call xor ret sub push sub sub or xor cmp xor pop pop and,1
jmp push cmp push cmp lea or mov call ret lea cmp pop xor jmp,1
or cmp jmp or cmp lea lea xor,0
or cmp nop call ret lea mov mov mov call nop call cmp xor mov mov cmp nop,1
nop ret jmp and lea push call cmp add ret mov call nop nop cmp,1
jmp add cmp and or or cmp pop pop pop lea mov xor sub,1
pop and cmp pop mov or ret and nop lea sub sub nop cmp sub cmp nop push and cmp,1
call ret nop add pop and jmp xor pop or jmp call nop jmp sub pop xor and,1
add nop sub nop lea mov nop ret ret sub jmp mov jmp mov pop nop and,0
ret ret cmp mov pop lea pop jmp ret call and call push pop cmp,1
call push and sub cmp and lea lea mov and nop xor add and,0
push xor mov ret call xor add or,1
call sub mov ret ret jmp call call or nop cmp cmp xor call and jmp lea or and add,1
jmp ret call mov nop and cmp cmp sub or,0
ret sub lea and and and and and or lea nop or or jmp jmp cmp sub or and,0
call push lea lea add ret jmp jmp pop sub lea xor add sub lea or push,1
nop cmp cmp xor sub lea sub,0
add jmp lea pop cmp and lea jmp ret nop call push lea call ret pop lea add pop xor,1
or and pop add cmp lea push mov nop,0
lea sub add push push xor pop,1
jmp nop call cmp and sub xor jmp pop nop and cmp push,0
ret pop or call add xor call sub lea mov,1
sub add push mov or call ret cmp cmp call ret ret nop ret lea,0
nop nop nop push or jmp pop sub nop jmp add jmp,1
nop nop cmp sub call or lea sub cmp jmp push mov nop,1
pop nop lea jmp ret mov jmp jmp cmp call call call,1
nop cmp ret nop jmp or cmp or jmp nop cmp nop lea add add cmp,0
nop nop mov xor push pop nop sub pop,0
lea mov sub mov ret lea lea nop call xor or sub push mov cmp cmp,0
lea lea or xor lea pop sub,0
ret and jmp mov cmp add xor mov push push and call add push ret ret,1
cmp ret sub and add or nop mov and add xor and push xor call or and jmp add,1
cmp sub lea cmp call sub cmp mov sub push and push lea lea add,1
push jmp add cmp add or call nop pop cmp pop and sub,1
or ret pop call and call cmp pop sub lea sub or cmp cmp lea sub lea pop mov nop,0
call nop lea jmp sub sub pop add sub mov sub sub nop jmp pop xor call or or,1
call xor and add xor add add ret lea,0
jmp lea and pop mov ret ret pop add call lea lea push pop,0
jmp or or or push jmp jmp add nop push or pop lea push jmp,1
and push cmp pop lea ret or cmp pop,1
pop pop push cmp add or ret or or or,1
nop add push mov cmp sub sub nop xor add ret and call xor add add ret and push xor,1
and and and lea nop add and xor mov and and cmp and mov cmp lea xor ret,1
ret xor pop call call xor,1
or ret push lea lea cmp ret ret lea xor nop sub,0
call nop mov mov and jmp and call and nop or,1
add mov lea jmp add ret ret,1
or cmp xor mov or and ret nop call,0
cmp and lea jmp and cmp mov nop lea ret and mov nop add nop pop push mov or,0
push ret sub xor push sub,0
pop cmp jmp lea and sub pop jmp and and,1
push and pop xor and cmp mov lea nop push sub mov call pop nop lea sub pop add mov,1
xor mov ret cmp pop add nop call or lea ret push call add jmp call sub pop nop nop,0
xor and and push add pop lea lea nop call cmp xor,1
pop and or jmp lea cmp add mov jmp ret pop nop mov mov pop,0
and pop sub or pop nop mov ret cmp cmp or cmp or push jmp cmp cmp xor lea,1
sub lea call add ret ret mov,1
and lea ret jmp cmp lea xor jmp ret pop ret lea lea mov,0
call pop call pop xor add sub call call jmp call mov and lea add or ret add,0
cmp cmp call ret push lea ret xor call lea and,1
push call ret mov ret call sub sub push push cmp push cmp cmp xor xor call add,0
mov lea xor nop xor push cmp call,1
mov jmp mov pop add cmp and mov add,0
mov lea lea cmp sub jmp mov xor jmp sub pop sub cmp mov lea and ret jmp lea,0
add xor nop ret add pop mov jmp mov,1
add push call xor and lea and sub sub,1
mov cmp nop push sub jmp jmp xor lea ret xor call nop xor and xor nop nop lea sub,1
mov push call and mov call ret add jmp cmp ret pop and push lea jmp or mov,1
cmp lea push mov push nop call xor add and xor mov lea,1
pop xor ret push cmp ret pop cmp call sub pop sub or,1
add ret xor nop sub add pop xor push cmp sub,1
and push or push jmp jmp,0
pop xor jmp and cmp lea push xor call and lea or add,1
pop xor cmp lea jmp or pop lea or sub jmp ret lea cmp call add cmp pop xor and,0
nop cmp add call call push and sub nop cmp,1
nop cmp push cmp pop and lea sub mov jmp lea nop nop ret call and,0
or and add xor lea cmp mov,0
mov add add ret cmp and and call,0
cmp and ret lea cmp mov sub,0
and cmp add sub lea sub jmp pop or cmp push or and call jmp add or xor mov pop,0
jmp mov push xor push call nop cmp pop or add pop mov and xor and jmp nop xor jmp,0
mov xor xor call jmp and xor push jmp add call cmp lea sub,1
add lea nop call mov lea xor ret ret pop and,1
sub sub or xor and lea call lea xor pop ret call nop or or,1
push pop sub call mov pop or mov xor call,1
sub sub or cmp cmp sub lea add cmp mov ret,0
cmp jmp ret ret add add ret sub,0
pop cmp mov pop jmp push,0
jmp mov or xor mov nop cmp cmp lea xor xor pop push pop,1
sub pop nop add xor jmp push pop push,0
lea pop call add ret ret jmp ret xor push call,0
add sub push nop sub and ret lea ret sub cmp push cmp lea add mov,1
pop or ret lea cmp lea lea ret pop nop and and,0
cmp jmp ret pop or and call sub ret xor ret pop add call,1
and jmp or call ret call and lea cmp,1
call call or push lea cmp mov push call call and nop call call mov cmp,0
and nop mov xor or nop jmp call,1
or lea sub and push and push nop and nop ret ret jmp or,1
nop sub pop cmp cmp mov ret add lea push lea cmp add push call call sub cmp lea,1
and lea and push mov ret jmp or nop ret and ret sub jmp lea mov,0
sub or lea push call xor and sub mov lea push cmp add jmp jmp,1
mov push cmp pop cmp pop jmp ret pop add ret pop push mov xor jmp ret sub nop push,0
or and call ret add jmp xor xor or ret and and call lea mov call ret ret and,1
